movieId,title,genres,year,rated,runtime,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes
1029,Dumbo,Animation|Children|Drama|Musical,1941,G,64 min,Ben Sharpsteen|Bill Roberts|Jack Kinney|John Elliotte|Norman Ferguson|Samuel Armstrong|Wilfred Jackson,Aurelius Battaglia (story development)|Bill Peet (story development)|Dick Huemer (screen story)|Joe Grant (screen story)|Joe Rinaldi (story development)|Otto Englander (story direction)|Vernon Stallings (story development)|Webb Smith (story development),"James Baskett, Herman Bing, Mel Blanc, Billy Bletcher","Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.",English,USA,Won 1 Oscar. Another 3 wins & 1 nomination.,7.3,104198.0
1010,The Love Bug,Children|Comedy,1968,G,108 min,Robert Stevenson,Bill Walsh (screenplay)|Don DaGradi (screenplay)|Gordon Buford (story),"Dean Jones, Michele Lee, David Tomlinson, Buddy Hackett",A race car driver becomes a champion with a Volkswagen Beetle with a mind of its own.,Cantonese|English|Spanish,USA,1 win & 2 nominations.,6.5,12492.0
1186,"Sex, Lies, and Videotape",Drama,1989,R,100 min,Steven Soderbergh,Steven Soderbergh,"James Spader, Andie MacDowell, Peter Gallagher, Laura San Giacomo",A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,English,USA,Nominated for 1 Oscar. Another 15 wins & 22 nominations.,7.2,43979.0
3097,The Shop Around the Corner,Comedy|Drama|Romance,1940,NOT RATED,99 min,Ernst Lubitsch,Miklós László (based on a play by)|Samson Raphaelson (screenplay),"Margaret Sullavan, James Stewart, Frank Morgan, Joseph Schildkraut","Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.",English,USA,2 wins.,8.1,24030.0
4034,Traffic,Crime|Drama|Thriller,2000,R,147 min,Steven Soderbergh,Simon Moore (miniseries Traffik)|Stephen Gaghan (screenplay),"Benicio Del Toro, Jacob Vargas, Andrew Chavez, Michael Saucedo","A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.",English|Spanish,Germany|USA,Won 4 Oscars. Another 69 wins & 83 nominations.,7.6,184901.0
1225,Amadeus,Drama,1984,R,160 min,Milos Forman,Peter Shaffer (original screenplay)|Peter Shaffer (original stage play),"F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Roy Dotrice","The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporary composer who was insanely jealous of Mozart's talent and claimed to have murdered him.",English|German|Italian|Latin,Czechoslovakia|France|USA,Won 8 Oscars. Another 33 wins & 14 nominations.,8.3,330030.0
1299,The Killing Fields,Drama|War,1984,R,141 min,Roland Joffé,Bruce Robinson (screenplay),"Sam Waterston, Haing S. Ngor, John Malkovich, Julian Sands","A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.",English|French|Khmer|Russian,UK,Won 3 Oscars. Another 24 wins & 22 nominations.,7.9,47062.0
4465,The Accused,Drama,1988,R,111 min,Jonathan Kaplan,Tom Topor,"Kelly McGillis, Jodie Foster, Bernie Coulson, Leo Rossi","After a young woman suffers a brutal gang rape in a bar one night, a prosecutor assists in bringing the perpetrators to justice, including the ones who encouraged and cheered on the attack.",English,USA,Won 1 Oscar. Another 5 wins & 5 nominations.,7.1,28302.0
1252,Chinatown,Crime|Film-Noir|Mystery|Thriller,1974,R,130 min,Roman Polanski,Robert Towne,"Jack Nicholson, Faye Dunaway, John Huston, Perry Lopez","A private detective hired to expose an adulterer finds himself caught up in a web of deceit, corruption, and murder.",Cantonese|English|Spanish,USA,Won 1 Oscar. Another 20 wins & 24 nominations.,8.2,261666.0
904,Rear Window,Mystery|Thriller,1954,PG,112 min,Alfred Hitchcock,Cornell Woolrich (based on the short story by)|John Michael Hayes (screenplay),"James Stewart, Grace Kelly, Wendell Corey, Thelma Ritter",A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,English,USA,Nominated for 4 Oscars. Another 6 wins & 8 nominations.,8.5,389785.0
1189,The Thin Blue Line,Documentary,1988,NOT RATED,101 min,Errol Morris,Errol Morris,"Randall Adams, David Harris, Gus Rose, Jackie Johnson","A film that successfully argued that a man was wrongly convicted for murder by a corrupt justice system in Dallas County, Texas.",English,USA,12 wins & 5 nominations.,8.0,19537.0
3341,Born Yesterday,Comedy,1950,APPROVED,103 min,George Cukor,Albert Mannheimer (screenplay)|Garson Kanin (play),"Judy Holliday, Broderick Crawford, William Holden, Howard St. John","A tycoon hires a tutor to teach his lover proper etiquette, with unexpected results.",English,USA,Won 1 Oscar. Another 3 wins & 10 nominations.,7.6,8757.0
4235,Amores Perros,Drama|Thriller,2000,R,154 min,Alejandro G. Iñárritu,Guillermo Arriaga,"Emilio Echevarría, Gael García Bernal, Goya Toledo, Álvaro Guerrero","A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",Spanish,Mexico,Nominated for 1 Oscar. Another 54 wins & 22 nominations.,8.1,204257.0
1732,,,,,,,,,,,,,,
1635,The Ice Storm,Drama,1997,R,112 min,Ang Lee,James Schamus (screenplay by)|Rick Moody (based upon the novel by),"Kevin Kline, Joan Allen, Sigourney Weaver, Henry Czerny","In suburban New Canaan, Connecticut, 1973, middle class families experimenting with casual sex and substance abuse find their lives beyond their control.",English,USA,Nominated for 1 Golden Globe. Another 5 wins & 30 nominations.,7.5,50248.0
3163,Topsy-Turvy,Comedy|Drama|Musical,1999,R,154 min,Mike Leigh,Mike Leigh,"Allan Corduner, Dexter Fletcher, Sukie Smith, Roger Heathcott","Set in the 1880s, the story of how, during a creative dry spell, the partnership of the legendary musical/theatrical writers Gilbert and Sullivan almost dissolves, before they turn it all around and write the Mikado.",English|French|German|Italian|Japanese,UK|USA,Won 2 Oscars. Another 11 wins & 27 nominations.,7.4,10958.0
903,Vertigo,Drama|Mystery|Romance|Thriller,1958,PG,128 min,Alfred Hitchcock,"""Alec Coppel (screenplay by)|Pierre Boileau (based on the novel """"D'Entre Les Morts"""" by)|Samuel A. Taylor (screenplay by)|Thomas Narcejac (based on the novel """"D'Entre Les Morts"""" by)""","James Stewart, Kim Novak, Barbara Bel Geddes, Tom Helmore",A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.,English,USA,Nominated for 2 Oscars. Another 8 wins & 4 nominations.,8.3,313607.0
318,The Shawshank Redemption,Crime|Drama,1994,R,142 min,Frank Darabont,"""Frank Darabont (screenplay)|Stephen King (short story """"Rita Hayworth and Shawshank Redemption"""")""","Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler","Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",English,USA,Nominated for 7 Oscars. Another 19 wins & 32 nominations.,9.3,2045900.0
3068,The Verdict,Drama|Mystery,1982,R,129 min,Sidney Lumet,Barry Reed (based upon the novel by)|David Mamet (screenplay),"Paul Newman, Charlotte Rampling, Jack Warden, James Mason",A lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.,English,USA,Nominated for 5 Oscars. Another 3 wins & 9 nominations.,7.8,31495.0
3476,Jacob's Ladder,Horror|Mystery,1990,R,113 min,Adrian Lyne,Bruce Joel Rubin,"Tim Robbins, Elizabeth Peña, Danny Aiello, Matt Craven","Mourning his dead child, a haunted Vietnam War veteran attempts to uncover his past while suffering from a severe case of dissociation. To do so, he must decipher reality and life from his own dreams, delusions, and perceptions of death.",English,USA,3 wins.,7.5,89034.0
3671,Blazing Saddles,Comedy|Western,1974,R,93 min,Mel Brooks,Alan Uger (screenplay)|Andrew Bergman (screenplay)|Andrew Bergman (story)|Mel Brooks (screenplay)|Norman Steinberg (screenplay)|Richard Pryor (screenplay),"Cleavon Little, Gene Wilder, Slim Pickens, Harvey Korman","In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",English|German|Yiddish,USA,Nominated for 3 Oscars. Another 3 wins & 2 nominations.,7.8,114220.0
17,Sense and Sensibility,Drama|Romance,1995,PG,136 min,Ang Lee,Emma Thompson (screenplay)|Jane Austen (novel),"James Fleet, Tom Wilkinson, Harriet Walter, Kate Winslet","Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the titular opposites.",English|French,UK|USA,Won 1 Oscar. Another 31 wins & 44 nominations.,7.7,90257.0
2702,Summer of Sam,Drama,1999,R,142 min,Spike Lee,Michael Imperioli (screenplay)|Spike Lee|Spike Lee (screenplay)|Victor Colicchio (screenplay),"John Leguizamo, Adrien Brody, Mira Sorvino, Jennifer Esposito","""Spike Lee's take on the """"Son of Sam"""" murders in New York City during the summer of 1977 centering on the residents of an Italian-American Northeast Bronx neighborhood who live in fear and distrust of one another.""",English|Italian,USA,6 nominations.,6.6,33781.0
3952,The Contender,Drama|Thriller,2000,R,126 min,Rod Lurie,Rod Lurie,"Gary Oldman, Joan Allen, Jeff Bridges, Christian Slater","Senator Laine Hanson is a contender for U.S. Vice President, but information and disinformation about her past surfaces that threatens to derail her confirmation.",English,Germany|UK|USA,Nominated for 2 Oscars. Another 1 win & 20 nominations.,7.0,21861.0
1293,Gandhi,Drama,1982,PG,191 min,Richard Attenborough,John Briley,"Ben Kingsley, Rohini Hattangadi, Roshan Seth, Candice Bergen","Gandhi's character is fully explained as a man of nonviolence. Through his patience, he is able to drive the British out of the subcontinent. And the stubborn nature of Jinnah and his commitment towards Pakistan is portrayed.",English,India|UK|USA,Won 8 Oscars. Another 27 wins & 20 nominations.,8.1,204376.0
1017,Swiss Family Robinson,Adventure|Children,1960,G,126 min,Ken Annakin,Johann David Wyss (novel)|Lowell S. Hawley (screenplay),"John Mills, Dorothy McGuire, James MacArthur, Janet Munro",A Swiss family must survive being shipwrecked on a deserted island.,English,USA,N/A,7.2,11978.0
1057,Everyone Says I Love You,Comedy|Musical|Romance,1996,R,101 min,Woody Allen,Woody Allen,"Edward Norton, Drew Barrymore, Diva Gray, Ami Almendral",A New York girl sets her father up with a beautiful woman in a troubled marriage while her stepsister gets engaged.,English|French|Hindi|Italian,USA,Nominated for 1 Golden Globe. Another 11 wins & 11 nominations.,6.8,33138.0
381,When a Man Loves a Woman,Drama|Romance,1994,R,126 min,Luis Mandoki,Al Franken|Ronald Bass,"Andy Garcia, Meg Ryan, Ellen Burstyn, Tina Majorino",The seemingly perfect relationship between a man and his wife is tested as a result of her alcoholism.,English|Vietnamese,USA,4 nominations.,6.6,18743.0
2206,Suspicion,Film-Noir|Mystery|Thriller,1941,NOT RATED,99 min,Alfred Hitchcock,Alma Reville (screen play)|Anthony Berkeley (novel)|Joan Harrison (screen play)|Samson Raphaelson (screen play),"Cary Grant, Joan Fontaine, Cedric Hardwicke, Nigel Bruce","A shy young heiress marries a charming gentleman, and soon begins to suspect he is planning to murder her.",English,USA,Won 1 Oscar. Another 3 wins & 2 nominations.,7.4,28110.0
3897,Almost Famous,Drama,2000,R,122 min,Cameron Crowe,Cameron Crowe,"Billy Crudup, Frances McDormand, Kate Hudson, Jason Lee",A high-school boy is given the chance to write a story for Rolling Stone Magazine about an up-and-coming rock band as he accompanies them on their concert tour.,English|French,USA,Won 1 Oscar. Another 52 wins & 103 nominations.,7.9,232628.0
594,Snow White and the Seven Dwarfs,Animation|Children|Drama|Fantasy|Musical,1937,G,83 min,Ben Sharpsteen|David Hand|Larry Morey|Perce Pearce|Wilfred Jackson|William Cottrell,Dick Rickard (story adaptation)|Dorothy Ann Blank (story adaptation)|Earl Hurd (story adaptation)|Jacob Grimm (fairy tales)|Merrill De Maris (story adaptation)|Otto Englander (story adaptation)|Richard Creedon (story adaptation)|Ted Sears (story adaptation)|Webb Smith (story adaptation)|Wilhelm Grimm (fairy tales),"Roy Atwell, Stuart Buchanan, Adriana Caselotti, Eddie Collins","Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.",English,USA,Nominated for 1 Oscar. Another 11 wins & 5 nominations.,7.6,160640.0
1945,On the Waterfront,Crime|Drama,1954,NOT RATED,108 min,Elia Kazan,Budd Schulberg (based upon an original story by)|Budd Schulberg (screenplay)|Malcolm Johnson (suggested by articles by),"Marlon Brando, Karl Malden, Lee J. Cobb, Rod Steiger",An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.,English,USA,Won 8 Oscars. Another 21 wins & 9 nominations.,8.2,126578.0
1957,Chariots of Fire,Drama,1981,PG,125 min,Hugh Hudson,Colin Welland (original screenplay),"Nicholas Farrell, Nigel Havers, Ian Charleson, Ben Cross","Two British track athletes, one a determined Jew, and the other a devout Christian, compete in the 1924 Olympics.",English|French,UK,Won 4 Oscars. Another 14 wins & 19 nominations.,7.2,48345.0
441,Dazed and Confused,Comedy,1993,R,102 min,Richard Linklater,Richard Linklater,"Jason London, Joey Lauren Adams, Milla Jovovich, Shawn Andrews",The adventures of high school and junior high students on the last day of school in May 1976.,English,USA,4 nominations.,7.7,145054.0
800,Lone Star,Drama|Mystery|Western,1996,R,135 min,John Sayles,John Sayles,"Stephen Mendillo, Stephen J. Lang, Chris Cooper, Elizabeth Peña","When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.",English|Spanish,USA,Nominated for 1 Oscar. Another 15 wins & 17 nominations.,7.5,25508.0
2171,Next Stop Wonderland,Comedy|Drama|Romance,1998,R,104 min,Brad Anderson,Brad Anderson|Lyn Vaus,"Hope Davis, Philip Seymour Hoffman, Callie Thorne, Ken Cheeseman","An unlucky in love nurse finds her life taking a detour when her mother places a personals ad in the paper, while on the other side of Boston, a plumber is trying to change careers.",English,USA,3 wins & 2 nominations.,6.7,4307.0
307,Three Colors: Blue,Drama,1993,R,98 min,Krzysztof Kieslowski,Agnieszka Holland (scenario collaborator)|Edward Zebrowski (scenario collaborator)|Krzysztof Kieslowski (scenario)|Krzysztof Piesiewicz (scenario)|Slawomir Idziak (scenario collaborator),"Juliette Binoche, Benoît Régent, Florence Pernel, Charlotte Véry",A woman struggles to find a way to live her life after the death of her husband and child.,French|Polish|Romanian,France|Poland|Switzerland,Nominated for 3 Golden Globes. Another 20 wins & 14 nominations.,8.0,76541.0
1096,Sophie's Choice,Drama,1982,R,150 min,Alan J. Pakula,"""Alan J. Pakula (screenplay)|William Styron (based on the novel: """"Sophie's Choice"""" by)""","Meryl Streep, Kevin Kline, Peter MacNicol, Rita Karin","Sophie is the survivor of Nazi concentration camps, who has found a reason to live with Nathan, a sparkling if unsteady American Jew obsessed with the Holocaust. They befriend Stingo, the ...",English|French|German|Polish|Russian,UK|USA,Won 1 Oscar. Another 12 wins & 12 nominations.,7.6,35815.0
2929,Reds,Drama|Romance,1981,PG,195 min,Warren Beatty,Trevor Griffiths|Warren Beatty,"Warren Beatty, Diane Keaton, Edward Herrmann, Jerzy Kosinski","A radical American journalist becomes involved with the Communist revolution in Russia, and hopes to bring its spirit and idealism to the United States.",English|Finnish|French|German|Italian|Russian,USA,Won 3 Oscars. Another 19 wins & 34 nominations.,7.4,18893.0
930,Notorious,Film-Noir|Romance|Thriller,1946,NOT RATED,102 min,Alfred Hitchcock,Ben Hecht,"Cary Grant, Ingrid Bergman, Claude Rains, Louis Calhern",A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,English|French|Portuguese,USA,Nominated for 2 Oscars. Another 3 wins & 1 nomination.,8.0,83918.0
1256,Duck Soup,Comedy|Musical|War,1933,NOT RATED,68 min,Leo McCarey,Arthur Sheekman (additional dialogue)|Bert Kalmar (story)|Harry Ruby (story)|Nat Perrin (additional dialogue),"The Marx Brothers, Groucho Marx, Harpo Marx, Chico Marx",Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,English,USA,2 wins & 2 nominations.,8.0,51703.0
922,Sunset Boulevard,Drama|Film-Noir|Romance,1950,NOT RATED,110 min,Billy Wilder,Billy Wilder|Charles Brackett|D.M. Marshman Jr.,"William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson","A screenwriter is hired to rework a faded silent film star's script, only to find himself developing a dangerous relationship.",English,USA,Won 3 Oscars. Another 15 wins & 18 nominations.,8.4,175238.0
1041,Secrets & Lies,Drama,1996,R,136 min,Mike Leigh,Mike Leigh,"Timothy Spall, Phyllis Logan, Brenda Blethyn, Claire Rushbrook","A successful black woman discovers that her birth mother is a underprivileged white woman, but the woman denies it. As emotions run high, everyone's secrets are exposed.",English|Greek,France|UK,Nominated for 5 Oscars. Another 33 wins & 41 nominations.,8.0,33189.0
162,Crumb,Documentary,1994,R,119 min,Terry Zwigoff,N/A,"Robert Crumb, Aline Kominsky, Charles Crumb, Maxon Crumb",An intimate portrait of the controversial cartoonist and his traumatized family.,English,USA,16 wins & 5 nominations.,8.0,16536.0
2070,Tender Mercies,Drama|Romance|Western,1983,PG,92 min,Bruce Beresford,Horton Foote,"Robert Duvall, Tess Harper, Betty Buckley, Wilford Brimley","A broken-down, middle-aged country singer gets a new wife, reaches out to his long-lost daughter, and tries to put his troubled life back together.",English,USA,Won 2 Oscars. Another 7 wins & 14 nominations.,7.4,8314.0
2704,The Lovers on the Bridge,Drama|Romance,1991,R,125 min,Leos Carax,Leos Carax,"Juliette Binoche, Denis Lavant, Daniel Buain, Klaus-Michael Grüber","Alex, who's homeless and addicted to alcohol, and Michèle, who's losing her sight, form a relationship while sleeping rough on Paris's Pont-Neuf bridge.",French,France,Nominated for 1 BAFTA Film Award. Another 4 wins & 5 nominations.,7.6,10330.0
2912,The Limey,Crime|Drama|Thriller,1999,R,89 min,Steven Soderbergh,Lem Dobbs,"Terence Stamp, Lesley Ann Warren, Luis Guzmán, Barry Newman",An extremely volatile and dangerous Englishman goes to Los Angeles to find the man he considers responsible for his daughter's death.,English,USA,1 win & 9 nominations.,7.1,26798.0
3852,The Tao of Steve,Comedy,2000,R,87 min,Jenniphr Goodman,Duncan North|Duncan North (idea)|Duncan North (story)|Greer Goodman|Jenniphr Goodman,"Donal Logue, Ayelet Kaznelson, John Hines, John Harrington Bland","Underachieving, overweight kindergarten teacher Dex finds a woman who forces him to reexamine his Zen-like system of seduction.",English,USA,1 win & 1 nomination.,6.7,7079.0
3543,Diner,Comedy|Drama,1982,R,110 min,Barry Levinson,Barry Levinson,"Steve Guttenberg, Daniel Stern, Mickey Rourke, Kevin Bacon",A group of college-age buddies struggle with their imminent passage into adulthood in 1959 Baltimore.,English,USA,Nominated for 1 Oscar. Another 3 wins & 5 nominations.,7.2,17129.0
1594,In the Company of Men,Comedy|Drama,1997,R,97 min,Neil LaBute,Neil LaBute (play)|Neil LaBute (screenplay),"Aaron Eckhart, Stacy Edwards, Matt Malloy, Michael Martin","Two business executives--one an avowed misogynist, the other recently emotionally wounded by his love interest--set out to exact revenge on the female gender by seeking out the most innocent, uncorrupted girl they can find and ruining her life.",American Sign Language|English,Canada|USA,14 wins & 12 nominations.,7.2,12404.0
1845,Zero Effect,Comedy|Mystery|Thriller,1998,R,116 min,Jake Kasdan,Jake Kasdan,"Bill Pullman, Ben Stiller, Ryan O'Neal, Kim Dickens",The world's greatest detective Daryl Zero aided by his associate Steve Arlo investigates a complex and mysterious case of blackmail and missing keys for shady tycoon Gregory Stark who is less than forthcoming about what is really happening!,English,USA,1 nomination.,7.0,13245.0
171,Jeffrey,Comedy|Drama,1995,R,92 min,Christopher Ashley,Paul Rudnick (play)|Paul Rudnick (screenplay),"Steven Weber, Peter Jacobson, Tom Cayler, David Thornton","Jeffrey, a young gay man in New York, decides that sex is too much and decides to become celibate. He immediately meets the man of his dreams and must decide whether or not love is worth ...",English,USA,1 win & 4 nominations.,6.7,5327.0
1673,Boogie Nights,Drama,1997,R,155 min,Paul Thomas Anderson,Paul Thomas Anderson,"Luis Guzmán, Burt Reynolds, Julianne Moore, Rico Bueno",The story of a young man's adventures in the California pornography industry of the late 1970s and early 1980s.,English,USA,Nominated for 3 Oscars. Another 29 wins & 49 nominations.,7.9,216979.0
3090,Matewan,Drama,1987,PG-13,135 min,John Sayles,John Sayles,"Chris Cooper, Mary McDonnell, Will Oldham, David Strathairn",A labor union organizer comes to an embattled mining community brutally and violently dominated and harassed by the mining company.,English|Italian,USA,Nominated for 1 Oscar. Another 2 wins & 7 nominations.,7.9,6368.0
3608,Pee-wee's Big Adventure,Adventure|Comedy,1985,PG,91 min,Tim Burton,Michael Varhol|Paul Reubens|Phil Hartman,"Paul Reubens, Elizabeth Daily, Mark Holton, Diane Salinger","When eccentric man-child Pee-wee Herman gets his beloved bike stolen in broad daylight, he sets out across the U.S. on the adventure of his life.",English|French,USA,2 nominations.,7.0,46065.0
928,Rebecca,Drama|Mystery|Romance|Thriller,1940,NOT RATED,130 min,Alfred Hitchcock,Daphne Du Maurier (celebrated novel)|Joan Harrison (screen play)|Michael Hogan (adaptation)|Philip MacDonald (adaptation)|Robert E. Sherwood (screen play),"Laurence Olivier, Joan Fontaine, George Sanders, Judith Anderson",A self-conscious bride is tormented by the memory of her husband's dead first wife.,English|French,USA,Won 2 Oscars. Another 4 wins & 10 nominations.,8.1,108780.0
1234,The Sting,Comedy|Crime,1973,PG,129 min,George Roy Hill,David S. Ward,"Paul Newman, Robert Redford, Robert Shaw, Charles Durning",Two grifters team up to pull off the ultimate con.,English,USA,Won 7 Oscars. Another 11 wins & 6 nominations.,8.3,215191.0
1230,Annie Hall,Comedy|Romance,1977,PG,93 min,Woody Allen,Marshall Brickman|Woody Allen,"Woody Allen, Diane Keaton, Tony Roberts, Carol Kane",Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.,English|German,USA,Won 4 Oscars. Another 26 wins & 8 nominations.,8.0,234164.0
1960,The Last Emperor,Drama,1987,PG-13,163 min,Bernardo Bertolucci,Bernardo Bertolucci (screenplay)|Enzo Ungari (initial screenplay collaboration)|Mark Peploe (screenplay),"John Lone, Joan Chen, Peter O'Toole, Ruocheng Ying",The story of the final Emperor of China.,English|Japanese|Mandarin,China|France|Italy|UK,Won 9 Oscars. Another 47 wins & 16 nominations.,7.8,83757.0
2728,Spartacus,Action|Drama|Romance|War,1960,PG-13,197 min,Stanley Kubrick,Dalton Trumbo (screenplay)|Howard Fast (based on the novel by),"Kirk Douglas, Laurence Olivier, Jean Simmons, Charles Laughton",The slave Spartacus leads a violent revolt against the decadent Roman Republic.,English,USA,Won 4 Oscars. Another 7 wins & 11 nominations.,7.9,111543.0
509,The Piano,Drama|Romance,1993,R,121 min,Jane Campion,Jane Campion,"Holly Hunter, Harvey Keitel, Sam Neill, Anna Paquin","A mute woman is sent to 1850s New Zealand along with her young daughter and prized piano for an arranged marriage to a wealthy landowner, but is soon lusted after by a local worker on the plantation.",British Sign Language|English|Maori,Australia|France|New Zealand,Won 3 Oscars. Another 60 wins & 56 nominations.,7.6,72152.0
1459,Absolute Power,Mystery|Thriller,1997,R,121 min,Clint Eastwood,David Baldacci (book)|William Goldman (screenplay),"Clint Eastwood, Gene Hackman, Ed Harris, Laura Linney",A career thief witnesses a horrific crime involving the U.S. President.,English|Spanish,USA,1 nomination.,6.7,45481.0
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy|War,1964,PG,95 min,Stanley Kubrick,"""Peter George (based on the book: """"Red Alert"""" by)|Peter George (screenplay)|Stanley Kubrick (screenplay)|Terry Southern (screenplay)""","Peter Sellers, George C. Scott, Sterling Hayden, Keenan Wynn",An insane general triggers a path to nuclear holocaust that a War Room full of politicians and generals frantically tries to stop.,English|Russian,UK|USA,Nominated for 4 Oscars. Another 13 wins & 7 nominations.,8.4,407153.0
951,His Girl Friday,Comedy|Romance,1940,PASSED,92 min,Howard Hawks,"""Ben Hecht (from the play """"The Front Page"""")|Charles Lederer (screen play)|Charles MacArthur (from the play """"The Front Page"""")""","Cary Grant, Rosalind Russell, Ralph Bellamy, Gene Lockhart",A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.,English|French,USA,2 wins.,8.0,47856.0
1660,Eve's Bayou,Drama,1997,R,109 min,Kasi Lemmons,Kasi Lemmons,"Jurnee Smollett-Bell, Meagan Good, Lynn Whitfield, Samuel L. Jackson","After a daughter witnesses her father having an affair, she begins a chain reaction that could tear her family apart.",English,USA,11 wins & 17 nominations.,7.3,7666.0
3168,Easy Rider,Adventure|Drama,1969,R,95 min,Dennis Hopper,Dennis Hopper|Peter Fonda|Terry Southern,"Peter Fonda, Dennis Hopper, Antonio Mendoza, Phil Spector","Through the open country and desert lands, two bikers head from L.A to New Orleans, and along the way, meet a man who bridges a counter-culture gap they are unaware of.",English|Spanish,USA,Nominated for 2 Oscars. Another 8 wins & 12 nominations.,7.4,87071.0
3518,The End of Violence,Drama|Thriller,1997,R,122 min,Wim Wenders,Nicholas Klein|Nicholas Klein (story)|Wim Wenders (story),"Traci Lind, Rosalind Chao, Bill Pullman, Andie MacDowell",Mike Max is a Hollywood producer who became powerful and rich thanks to brutal and bloody action films. His ignored wife Paige is close to leaving him. Suddenly Mike is kidnapped by two ...,English|Spanish,France|Germany|USA,1 win & 4 nominations.,5.6,4418.0
527,Schindler's List,Drama|War,1993,R,195 min,Steven Spielberg,Steven Zaillian (screenplay)|Thomas Keneally (book),"Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall","In German-occupied Poland during World War II, Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazi Germans.",English|German|Hebrew|Polish,USA,Won 7 Oscars. Another 82 wins & 49 nominations.,8.9,1064602.0
1343,Cape Fear,Thriller,1991,R,128 min,Martin Scorsese,James R. Webb (earlier screenplay)|John D. MacDonald (novel)|Wesley Strick (screenplay),"Robert De Niro, Nick Nolte, Jessica Lange, Juliette Lewis","A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him.",English,USA,Nominated for 2 Oscars. Another 4 wins & 17 nominations.,7.3,151365.0
1639,Chasing Amy,Comedy|Drama|Romance,1997,R,113 min,Kevin Smith,Kevin Smith,"Ethan Suplee, Ben Affleck, Scott Mosier, Jason Lee","Holden and Banky are comic book artists. Everything's going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",English,USA,Nominated for 1 Golden Globe. Another 5 wins & 15 nominations.,7.3,124383.0
82,Antonia's Line,Comedy|Drama,1995,R,102 min,Marleen Gorris,Marleen Gorris,"Willeke van Ammelrooy, Els Dottermans, Dora van der Groen, Veerle van Overloop","A Dutch matron establishes and, for several generations, oversees a close-knit, matriarchal community where feminism and liberalism thrive.",Dutch,Belgium|France|Netherlands|UK,Won 1 Oscar. Another 6 wins & 8 nominations.,7.5,7612.0
3044,Dead Again,Mystery|Romance|Thriller,1991,R,107 min,Kenneth Branagh,Scott Frank,"Kenneth Branagh, Andy Garcia, Emma Thompson, Lois Hall","A woman who has lost her memory is taken in by a Los Angeles orphanage, and a private eye is enlisted to track down her identity, but he soon finds that he might have a past life connection to her that endangers their lives.",English,USA,Nominated for 1 Golden Globe. Another 1 win & 4 nominations.,7.0,24007.0
3317,Wonder Boys,Comedy|Drama,2000,R,107 min,Curtis Hanson,Michael Chabon (novel)|Steve Kloves (screenplay),"Michael Douglas, Tobey Maguire, Frances McDormand, Robert Downey Jr.","An English Professor tries to deal with his wife leaving him, the arrival of his editor who has been waiting for his book for seven years, and the various problems that his friends and associates involve him in.",English,Germany|Japan|UK|USA,Won 1 Oscar. Another 19 wins & 46 nominations.,7.4,58251.0
